Value;Count;Percentage
NoPTM;236;70.44776119402985
Other;68;20.298507462686565
Oligomannose;12;3.582089552238806
Sialylated;8;2.3880597014925375
Fucosylated;8;2.3880597014925375
Fucosialylated;3;0.8955223880597015
