Value;Count;Percentage
NoPTM;228;61.78861788617886
Other;100;27.100271002710024
Fucosylated;14;3.7940379403794036
Oligomannose;13;3.523035230352303
Sialylated;9;2.4390243902439024
Fucosialylated;5;1.3550135501355014
