Value;Count;Percentage
NoPTM;295;68.92523364485982
Other;87;20.327102803738317
Oligomannose;15;3.5046728971962615
Sialylated;13;3.0373831775700935
Fucosylated;12;2.803738317757009
Fucosialylated;6;1.4018691588785046
