Value;Count;Percentage
P02788;478;36.65644171779141
P01833;179;13.726993865030677
P07498;133;10.199386503067483
P04264;50;3.834355828220859
P47710;47;3.604294478527607
P05814;44;3.374233128834356
P01591;42;3.2208588957055215
P47989;31;2.377300613496933
P35908;28;2.147239263803681
P13645;27;2.0705521472392636
P02768;25;1.9171779141104295
P36222;22;1.687116564417178
Q13410;15;1.1503067484662577
P04259;11;0.843558282208589
P35527;11;0.843558282208589
Q08431;10;0.7668711656441718
P48668;10;0.7668711656441718
P02538;9;0.6901840490797546
P55011;9;0.6901840490797546
P24821;9;0.6901840490797546
P01024;8;0.6134969325153374
P13647;8;0.6134969325153374
Q4FZU2;7;0.5368098159509203
Q08380;6;0.4601226993865031
P10909;6;0.4601226993865031
P04406;6;0.4601226993865031
P61626;6;0.4601226993865031
P60709;6;0.4601226993865031
P60710;6;0.4601226993865031
P63261;6;0.4601226993865031
P55212;4;0.3067484662576687
P35579;4;0.3067484662576687
P14625;4;0.3067484662576687
P06396;3;0.23006134969325154
P0C0L5;3;0.23006134969325154
P23280;3;0.23006134969325154
P0C0L4;3;0.23006134969325154
P62631;2;0.15337423312883436
Q05639;2;0.15337423312883436
P68104;2;0.15337423312883436
P10126;2;0.15337423312883436
Q99541;2;0.15337423312883436
P14206;2;0.15337423312883436
P08865;2;0.15337423312883436
P62630;2;0.15337423312883436
P02649;1;0.07668711656441718
P62263;1;0.07668711656441718
P49327;1;0.07668711656441718
P49788;1;0.07668711656441718
P35030;1;0.07668711656441718
P07478;1;0.07668711656441718
C0HKA0;1;0.07668711656441718
P36578;1;0.07668711656441718
P02675;1;0.07668711656441718
