Value;Count;Percentage
P02788;634;16.13642148129295
P05814;612;15.576482565538305
P02768;172;4.377704250445405
P47710;135;3.435988801221685
P49327;130;3.3087299567319928
P01833;129;3.2832781878340542
Q13410;120;3.0542122677526087
P10909;119;3.0287604988546706
Q08431;116;2.9524051921608554
P47989;87;2.2143038941206417
P07498;77;1.9597862051412573
P04114;67;1.7052685161618735
Q08380;57;1.4507508271824892
Q6WN34;51;1.2980402137948588
Q16851;50;1.2725884448969205
P06858;45;1.1453296004072282
Q99541;42;1.068974293713413
P60710;40;1.0180707559175364
P0C0L4;40;1.0180707559175364
P63261;40;1.0180707559175364
P60709;40;1.0180707559175364
P04264;37;0.941715449223721
P02649;35;0.8908119114278442
P01024;29;0.7381012980402138
P16671;28;0.7126495291422754
P00709;25;0.6362942224484602
P04004;24;0.6108424535505218
O60664;24;0.6108424535505218
P13987;20;0.5090353779587682
P15311;19;0.48358360906082976
B9A064;19;0.48358360906082976
Q99102;17;0.43268007126495295
P63267;17;0.43268007126495295
P62736;17;0.43268007126495295
P68032;17;0.43268007126495295
P68133;17;0.43268007126495295
P25311;16;0.4072283023670145
P05413;15;0.3817765334690761
P24821;14;0.3563247645711377
P02647;13;0.3308729956731993
P06733;13;0.3308729956731993
P13645;13;0.3308729956731993
P01009;13;0.3308729956731993
P14625;13;0.3308729956731993
P11021;13;0.3308729956731993
P20029;13;0.3308729956731993
P08571;12;0.3054212267752609
P61626;12;0.3054212267752609
P35908;12;0.3054212267752609
P01011;12;0.3054212267752609
P31431;12;0.3054212267752609
P36578;11;0.27996945787732247
P62424;11;0.27996945787732247
Q9NP72;11;0.27996945787732247
Q9H4G4;11;0.27996945787732247
P01591;11;0.27996945787732247
P15328;10;0.2545176889793841
Q13438;10;0.2545176889793841
P07900;10;0.2545176889793841
P07901;10;0.2545176889793841
Q02878;10;0.2545176889793841
P21533;10;0.2545176889793841
Q9UNQ0;9;0.22906592008144566
P15291;9;0.22906592008144566
Q562R1;9;0.22906592008144566
P04075;9;0.22906592008144566
P19440;9;0.22906592008144566
P11499;8;0.20361415118350726
P08238;8;0.20361415118350726
Q5SQN1;8;0.20361415118350726
P53396;8;0.20361415118350726
P62281;7;0.17816238228556885
P62280;7;0.17816238228556885
P22079;7;0.17816238228556885
P62631;7;0.17816238228556885
Q05639;7;0.17816238228556885
P62630;7;0.17816238228556885
P10126;7;0.17816238228556885
P68104;7;0.17816238228556885
Q07020;7;0.17816238228556885
