Value;Count;Percentage
P05814;556;7.447093490490222
P02788;538;7.206000535762122
P49327;207;2.7725689793731583
P04114;167;2.2368068577551568
P19835;154;2.062684168229306
Q13410;136;1.8215912135012053
Q08431;134;1.7948031074203052
P02768;129;1.7278328422180553
Q08431-2;117;1.5671042057326545
P47989;115;1.5403160996517546
P01833;112;1.5001339405304044
P10909-6;101;1.3527993570854542
P10909;99;1.326011251004554
P10909-5;99;1.326011251004554
P10909-4;99;1.326011251004554
P10909-2;99;1.326011251004554
P47710;95;1.2724350388427539
P0C0L5;89;1.1920707206000536
P0C0L4-2;87;1.1652826145191535
P0C0L4;87;1.1652826145191535
P47710-3;79;1.0581301901955533
P01876;71;0.9509777658719529
P07498;69;0.9241896597910528
Q16851;66;0.8840075006697026
P63261;60;0.8036431824270024
P60710;60;0.8036431824270024
P60709;60;0.8036431824270024
P01024;57;0.7634610233056522
Q08380;52;0.6964907581034021
Q6WN34-2;46;0.6161264398607018
P00760;41;0.5491561746584517
P06858;41;0.5491561746584517
P07900;41;0.5491561746584517
P07900-2;41;0.5491561746584517
Q6WN34;40;0.5357621216180015
P35579;39;0.5223680685775516
Q99541;39;0.5223680685775516
P01877;38;0.5089740155371015
P04264;37;0.4955799624966515
P15311;37;0.4955799624966515
A5A6M6;36;0.4821859094562015
P02649;33;0.4420037503348513
P00709;31;0.41521564425395124
P36578;30;0.4018215912135012
P04004;28;0.3750334851326011
P11499;28;0.3750334851326011
P08238;28;0.3750334851326011
P26038;27;0.3616394320921511
P14625;27;0.3616394320921511
P26042;27;0.3616394320921511
P19823;27;0.3616394320921511
P01834;27;0.3616394320921511
P11021;25;0.334851326011251
P06733;23;0.3080632199303509
P13645;22;0.29466916688990086
P05413;22;0.29466916688990086
P0DOX8;21;0.28127511384945086
O60664;20;0.26788106080900076
O60664-4;20;0.26788106080900076
B9A064;20;0.26788106080900076
P24821;19;0.25448700776855077
P63053;19;0.25448700776855077
P62424;19;0.25448700776855077
P0CG69;19;0.25448700776855077
P0CG68;19;0.25448700776855077
Q562R1;19;0.25448700776855077
P24821-4;19;0.25448700776855077
Q99102;18;0.24109295472810074
Q99102-10;18;0.24109295472810074
P46777;18;0.24109295472810074
P22897;18;0.24109295472810074
Q01853;18;0.24109295472810074
P0DOY3;18;0.24109295472810074
P0DOY2;18;0.24109295472810074
P55072;18;0.24109295472810074
Q99102-13;18;0.24109295472810074
P16671-4;17;0.22769890168765067
P35908;17;0.22769890168765067
P62917;17;0.22769890168765067
P18124;17;0.22769890168765067
O14745;17;0.22769890168765067
P19827;17;0.22769890168765067
P16671;17;0.22769890168765067
P53396;17;0.22769890168765067
P53396-2;17;0.22769890168765067
P11142;17;0.22769890168765067
P08571;17;0.22769890168765067
P11142-2;17;0.22769890168765067
P63017;17;0.22769890168765067
P13987;16;0.21430484864720067
P62280;16;0.21430484864720067
P53396-3;16;0.21430484864720067
P13987-2;16;0.21430484864720067
P39023;16;0.21430484864720067
P06727;16;0.21430484864720067
P62241;16;0.21430484864720067
P62281;16;0.21430484864720067
P61270;16;0.21430484864720067
P01591;15;0.2009107956067506
P02647;15;0.2009107956067506
P0DM91;15;0.2009107956067506
Q07020;14;0.18751674256630055
Q07020-2;14;0.18751674256630055
O00299;14;0.18751674256630055
P31431;14;0.18751674256630055
P31431-2;14;0.18751674256630055
P84243;13;0.17412268952585053
P84244;13;0.17412268952585053
P84228;13;0.17412268952585053
P68433;13;0.17412268952585053
P68431;13;0.17412268952585053
Q71DI3;13;0.17412268952585053
P0CO05;13;0.17412268952585053
P0CO04;13;0.17412268952585053
P62704;12;0.16072863648540048
P47836;12;0.16072863648540048
Q5VTE0;12;0.16072863648540048
P15328;12;0.16072863648540048
P04792;12;0.16072863648540048
Q9H4G4;12;0.16072863648540048
P63104;12;0.16072863648540048
P68104;12;0.16072863648540048
P10126;12;0.16072863648540048
P62630;12;0.16072863648540048
P62701;12;0.16072863648540048
Q96KP4;11;0.14733458344495043
P15880;11;0.14733458344495043
P61626;11;0.14733458344495043
P25311;11;0.14733458344495043
Q9UNQ0-2;11;0.14733458344495043
Q9UNQ0;11;0.14733458344495043
P58252;10;0.13394053040450038
P02751-17;10;0.13394053040450038
P07996;10;0.13394053040450038
P13639;10;0.13394053040450038
Q9NP72;10;0.13394053040450038
P02751-9;10;0.13394053040450038
Q9BY76;10;0.13394053040450038
P08246;10;0.13394053040450038
O00468-6;10;0.13394053040450038
P02751-4;9;0.12054647736405037
P02751-6;9;0.12054647736405037
P01871;9;0.12054647736405037
P01871-2;9;0.12054647736405037
Q14697;9;0.12054647736405037
O00468-2;9;0.12054647736405037
Q96S86;9;0.12054647736405037
Q02878;9;0.12054647736405037
P02751-10;9;0.12054647736405037
P02751-5;9;0.12054647736405037
P02751-14;9;0.12054647736405037
P02751-13;9;0.12054647736405037
P02751-8;9;0.12054647736405037
P07237;9;0.12054647736405037
P02751-11;9;0.12054647736405037
P02751-1;9;0.12054647736405037
P02751-7;9;0.12054647736405037
P02751-3;9;0.12054647736405037
Q14697-2;9;0.12054647736405037
O43707;9;0.12054647736405037
P62753;9;0.12054647736405037
P26373;8;0.10715242432360034
P46779-3;8;0.10715242432360034
Q07969;8;0.10715242432360034
Q5SQN1-4;8;0.10715242432360034
P26201;8;0.10715242432360034
P46779;8;0.10715242432360034
P46779-2;8;0.10715242432360034
P04406;8;0.10715242432360034
P19440;8;0.10715242432360034
Q5SQN1-2;8;0.10715242432360034
P10451-5;8;0.10715242432360034
Q5SQN1;8;0.10715242432360034
P49207;8;0.10715242432360034
Q9H223;8;0.10715242432360034
A6NGU5;8;0.10715242432360034
Q5SQN1-3;8;0.10715242432360034
P53601;8;0.10715242432360034
P05067;8;0.10715242432360034
P05067-9;8;0.10715242432360034
P53601-3;8;0.10715242432360034
P05067-8;8;0.10715242432360034
P05067-11;8;0.10715242432360034
P05067-7;8;0.10715242432360034
P41797;8;0.10715242432360034
A5A6I5;8;0.10715242432360034
P04075;8;0.10715242432360034
Q00080;7;0.09375837128315027
Q13438-4;7;0.09375837128315027
Q13438;7;0.09375837128315027
Q99877;7;0.09375837128315027
P20160;7;0.09375837128315027
P27797;7;0.09375837128315027
P18621-3;7;0.09375837128315027
P18621;7;0.09375837128315027
P62805;7;0.09375837128315027
P62806;7;0.09375837128315027
Q13438-2;7;0.09375837128315027
Q13438-7;7;0.09375837128315027
Q64478;7;0.09375837128315027
Q13438-3;7;0.09375837128315027
P23527;7;0.09375837128315027
Q64525;7;0.09375837128315027
Q99880;7;0.09375837128315027
Q6ZWY9;7;0.09375837128315027
Q93079;7;0.09375837128315027
Q99879;7;0.09375837128315027
Q5QNW6-2;7;0.09375837128315027
Q8CGP2-2;7;0.09375837128315027
Q8CGP1;7;0.09375837128315027
Q02543;7;0.09375837128315027
Q13438-5;7;0.09375837128315027
P04843;7;0.09375837128315027
P33778;7;0.09375837128315027
P06899;7;0.09375837128315027
Q8CGP2;7;0.09375837128315027
Q16778;7;0.09375837128315027
B5ME19;7;0.09375837128315027
Q13438-6;7;0.09375837128315027
Q99613-2;7;0.09375837128315027
Q99613;7;0.09375837128315027
Q13438-8;7;0.09375837128315027
P12814-3;6;0.08036431824270024
P01860;6;0.08036431824270024
P15941-17;6;0.08036431824270024
P15941-11;6;0.08036431824270024
P15941-8;6;0.08036431824270024
P15941-4;6;0.08036431824270024
P15941-3;6;0.08036431824270024
P15941;6;0.08036431824270024
P61981;6;0.08036431824270024
P01857;6;0.08036431824270024
P46776;6;0.08036431824270024
P30086;6;0.08036431824270024
