Value;Count;Percentage
No PTM;5111;78.01862311097543
Other;1340;20.454892382842313
Fucosylated;42;0.6411234925965501
Oligomannose;30;0.4579453518546787
Sialylated;27;0.41215081666921083
Fucosialylated;1;0.015264845061822624
