Value;Count;Percentage
No PTM;3300;81.78438661710037
Other;670;16.60470879801735
Oligomannose;24;0.5947955390334573
Fucosylated;24;0.5947955390334573
Sialylated;12;0.29739776951672864
Fucosialylated;5;0.12391573729863693
