Value;Count;Percentage
P47710;34;47.22222222222222
P05814;11;15.277777777777779
P02788;7;9.722222222222223
P61626;6;8.333333333333332
P07498;4;5.555555555555555
O60664;3;4.166666666666666
P49327;2;2.7777777777777777
P02649;1;1.3888888888888888
Q99541;1;1.3888888888888888
P06858;1;1.3888888888888888
P04264;1;1.3888888888888888
P16671;1;1.3888888888888888
