Value;Count;Percentage
No PTM;6589;74.89202091384406
Other;1922;21.84587406228688
Fucosylated;108;1.227551716299159
Sialylated;92;1.0456922027733577
Oligomannose;72;0.8183678108661059
Fucosialylated;15;0.17049329393043874
